title,tags
fantastic beasts: the secrets of dumbledore,eddieredmayn judelaw ezramil davidi adventur famili fantasi professor albu dumbledor must assist newt scamand and hi partner as grindelwald begin to lead an armi to elimin all muggles.
dual,karengillan beulahko theojam rileystearn sci-fi thriller a woman opt for a clone procedur after she receiv a termin diagnosi but when she recov her attempt to have her clone decommiss fail lead to a court-mand duel to the death.
choose or die,asabutterfield iolaevan eddiemarsan tobymeakin drama horror thriller after fire up a lost 1980 surviv horror game a young coder unleash a hidden cur that tear realiti apart forc her to make terrifi deci and face deadli consequences.
titanic 666,keeshasharp jamiebamb lydiahearst nicklyon horror mysteri thriller dark forc from the deep rise to the surfac terror all aboard from titan iii and threaten to repeat one of history' greatest disasters.
the bad guys,samrockwel marcmaron craigrobinson pierreperifel anim adventur comedi to avoid prison a gang of notori anim crimin pretend to seek be rehabilit onli for their leader to secretli find that he genuin want to chang hi ways.
the northman,alexanderskarsgård nicolekidman claesbang robertegg action adventur drama a young vike princ is on a quest to aveng hi father' murder.
the unbearable weight of massive talent,nicolascag pedropasc sharonhorgan tomgormican action comedi crime in thi action-pack comedi nicola cage play nick cage channel hi icon charact as he' caught between a superfan (pedro pascal) and a cia agent (tiffani haddish).
polar bear,"alastairfothergil jeffwilson(directors);catherinekeen alastairfothergill,jeffwilson documentari follow a new mother as she prepar to navig motherhood in the challeng world that polar bear face today."
the survivor,benfost vickykriep billymagnussen barrylevinson biographi drama sport after world war ii harri haft is a boxer who fought against hi peer in concentr camps. haunt by memori he tri to use fight legend as a way to find hi love.
memory,liamneeson guypearc monicabellucci martincampbel action crime thriller an assassin-for-hir find that he' becom a target after he refu to complet a job for a danger crimin organization.
crush,rowanblanchard auliʻicravalho isabellaferreira sammicohen comedi romanc an aspir young artist join her high school track team and later discov what real love feel like when she find herself fall for an unexpect teammate.
fortress: sniper's eye,jessemetcalf brucewilli chadmichaelmurray joshsternfeld action thriller stori revolv around a top-secret resort for retir u.s. intellig officers.
green ghost and the masters of the stone,"charlieclark kunobeck markozaror michaeld.olmo action adventur comedi in a texa border town car salesman charli moonlight as mask lucha libr wrestler ""green ghost."" when assail arriv seek an otherworldli emerald charli discov that he ha super power that he must har to save ..."
corrective measures,brucewilli michaelrook seano'reilli action sci-fi thriller set in the world' most danger maximum-secur penitentiari home to the most treacher crimin tension among the inmat and staff heighten lead to anarchi that engulf the prison and order is turn upsid down.
doctor strange in the multiverse of madness,benedictcumberbatch elizabetholsen chiwetelejiofor samraimi action adventur fantasi doctor strang team up with a mysteri teenag girl from hi dream who can travel across multiv to battl multipl threat includ other-univ version of himself which threaten to wipe out million across the mul...
along for the ride,emmapasarow belmontcam katebosworth sofiaalvarez drama romanc the summer befor colleg auden meet the mysteri eli a fellow insomniac. while the seasid town of colbi sleep the two embark on a nightli quest to help auden experi the fun carefr teen life she never knew she wanted.
marmaduke,petedavidson j.k.simmon davidkoechn marka.z.dippé comedi famili a suburban famili move to a new neighborhood with their larg yet lovabl great dane who ha a tendenc to wreak havoc in hi own oblivi way.
escape the field,jordanclairerobbin theorossi tahirahsharif emersonmoor thriller six stranger wake up trap in an endless cornfield onli to discov someth mysteri is hunt them.
operation mincemeat,colinfirth matthewmacfadyen kellymacdonald johnmadden drama war dure wwii two intellig offic use a corp and fal paper to outwit german troops.
senior year,rebelwilson samrichardson zoëchao alexhardcastl comedi a cheerlead stunt gone wrong land her in a 20-year coma. now she' 37 newli awak and readi to live out her high school dream: becom prom queen.
firestarter,zacefron ryankieraarmstrong sydneylemmon keiththoma action horror sci-fi a coupl who particip in a potent medic experi gain telepath abil and then have a child who is pyrokinetic.
sneakerella,chosenjacob lexiunderwood johnsalley elizabethallenrosenbaum comedi famili music a modern twist on cinderella set in new york city' sneaker culture.
on the count of three,jerrodcarmichael christopherabbott tiffanyhaddish jerrodcarmichael comedi drama jerrod carmichael make hi directori debut and star in on the count of three a darkli comic featur about two best friend val (carmichael) and kevin (christoph abbott) on the last day of their lives.
private property,ashleybenson shilohfernandez loganmil chaddharbold crime drama an arrog crimin offer to seduc a woman for hi dim sexual inexperienc partner.
family camp,tommywoodward eddiejam leigh-allynbak briancat comedi famili when two polar-opposit famili are forc to camp togeth the dad struggl to hold onto their famili and marriag as they compet for the covet camp trophy.
montana story,"haleylurichardson owenteagu scottmcgehee,davidsiegel(directors/screenplay);haleylurichardson,owenteagu drama two estrang sibl return home to the sprawl ranch they onc knew and love confront a deep and bitter famili legaci against a mythic american backdrop."
vendetta,clivestanden theorossi miketyson jaredcohn action thriller special op interrog offic jimmi vicker track down a gang who slaughter hi parents. with polic close in &amp; hi old unit on hi trail he ha to to evad captur long enough to complet hi gruesom crusade.
downton abbey: a new era,hughbonnevil elizabethmcgovern maggiesmith simoncurti drama romanc the crawley famili goe on a grand journey to the south of franc to uncov the mysteri of the dowag countess' newli inherit villa.
chip 'n dale: rescue rangers,johnmulaney andysamberg willarnett akivaschaff anim adventur comedi thirti year after their popular televi show end chipmunk chip and dale live veri differ lives. when a cast member from the origin seri mysteri disappear the pair must reunit to save their friend.
men,jessiebuckley rorykinnear paapaessiedu alexgarland drama fantasi horror a young woman goe on a solo vacat to the english countrysid follow the death of her ex-husband.
good mourning,"colsonbak modsun beckyg colsonbaker,modsun(directors/screenplay);colsonbaker,modsun,beckyg,dovecameron,petedavidson,whitneycummings,meganfox comedi follow london clash a movi star whose world is turn upsid down when he must choo between pursu hi one true love and land a life-chang star role in a major motion picture."
the valet,eugenioderbez samaraweav richardwong comedi romanc a movi star enlist a park valet at a beverli hill restaur to pose as her lover to cover for her relationship with a marri man.
emergency,rjcyler sabrinacarp careywilliam comedi drama thriller readi for a night of legendari parti three colleg student must weigh the pro and con of call the polic when face with an unexpect situation.
top gun: maverick,tomcrui milestel jenniferconnelli josephkosinski action drama after thirti year maverick is still push the envelop as a top naval aviat but must confront ghost of hi past when he lead top gun' elit graduat on a mission that demand the ultim sacrif from those chosen to ...
the bob's burgers movie,"h.jonbenjamin danmintz eugenemirman lorenbouchard,bernardderriman anim adventur comedi the belcher tri to save the restaur from close as a sinkhol form in front of it while the kid tri to solv a mysteri that could save their family' restaurant."
zero contact,anthonyhopkin chrisbrochu alekspaunov rickdugd thriller produc in 17 differ countri entir virtual dure the 2020 global pandemic.
a chiara,swamyrotolo claudiorotolo carmelafumo jonascarpignano drama follow the stori of 15-year-old chiara whose close-knit famili fall apart after her father abandon them in calabria.
south park the streaming wars,treypark mattston aprilstewart treypark anim comedi cartman lock horn with hi mom and ha a battl of will while an epic conflict threaten south park' existence.
hollywood stargirl,elijahrichardson gracevanderwa tyreljacksonwilliam juliahart comedi drama famili stargirl caraway as she journey out of mica into a bigger world of music dream and possibility.
crimes of the future,viggomortensen léaseydoux kristenstewart davidcronenberg drama horror sci-fi human adapt to a synthet environ with new transform and mutations. with hi partner capric saul tenser celebr perform artist publicli showca the metamorphosi of hi organ in avant-gard performances.
benediction,jacklowden petercapaldi simonrussellb terencedavi biographi drama war legendari 20th centuri war poet siegfri sassoon' life-long quest for person salvat through hi experi with famili war hi write and destruct relationship goe unresolv never realiz it can onli come from...
interceptor,elsapataki lukebracey matthewreilli action adventur drama one armi captain must use her year of tactic train and militari experti when a simultan coordin attack threaten the remot missil interceptor station she is in command of.
fire island,joelkimboost bowenyang conradricamora andrewahn comedi romanc a group of queer best friend gather in fire island pine for their annual week of love and laughter but a sudden chang of event might make thi their last summer in gay paradise.
watcher,maikamonro karlglusman burngorman chloeokuno drama horror thriller a young american woman move with her husband to bucharest and begin to suspect that a stranger who watch her from the apart build across the street may be a local serial killer decapit women.
dashcam,anniehardi robsavag horror two friend embark on a horror-fuel road trip and livestream the most terrifi night of their lives.
white elephant,michaelrook brucewilli olgakurylenko jessev.johnson adventur drama while work alongsid hi long-tim friend and colleagu in build a hospit for the resid of a bueno ari shantytown a troubl priest find solac in a young atheist social worker.
hustle,adamsandl queenlatifah benfost jeremiahzagar comedi drama sport a basketb scout discov a phenomen street ball player while in spain and see the prospect as hi opportun to get back into the nba.
jurassic world dominion,chrispratt brycedallashoward lauradern colintrevorrow action adventur sci-fi four year after the destruct of isla nublar biosyn oper attempt to track down maisi lockwood while dr elli sattler investig a genet engin swarm of giant insects.
jennifer lopez: halftime,amandamicheli(director);jenniferlopez amandamich none none
father of the bride,andygarcía gloriaestefan adriaarjona gazalazraki comedi famili romanc with hi oldest daughter' wed approach a father find himself reluct to let go.
lightyear,chrisevan kekepalm petersohn angusmaclan anim action adventur while spend year attempt to return home maroon space ranger buzz lightyear encount an armi of ruthless robot command by zurg who are attempt to steal hi fuel source.
spiderhead,chrishemsworth milestel jurneesmollett josephkosinski action crime drama in the near futur convict are offer the chanc to volunt as medic subject to shorten their sentence. one such subject for a new drug capabl of gener feel of love begin question the realiti of hi emotions.
jerry & marge go large,bryancranston annetteben rainnwilson davidfrankel comedi drama romanc when a sport agent ha a moral epiphani and is fire for express it he decid to put hi new philosophi to the test as an independ agent with the onli athlet who stay with him and hi former colleague.
cha cha real smooth,cooperraiff dakotajohnson raúlcastillo cooperraiff comedi drama a young man who work as a bar mitzvah parti host strike up a friendship with a mother and her autist daughter.
mid-century,shanewest sarahhay brucedern sonjao'hara horror thriller a husband and wife' weekend in a mid-centuri modern vacat rental turn deadli when the husband discov the owner is a psychopath with a backyard of buri secret and design on hi wife.
abandoned,emmarobert johngallagherjr. michaelshannon spencersquir drama mysteri thriller mari follow her boyfriend to the hospit for hi orthop surgery. while she ha a coff in the cafeteria he disappears. he' not on the hospit comput or cctv.
beavis and butt-head do the universe,"mikejudg garycol chrisdiamantopoulo mikejudg anim comedi sci-fi after a ""creative"" judg sentenc them to space camp a black hole send our adolesc hero 24 year into the modern futur where the duo misu iphon embark on a quest to score and becom target of the deep state."
elvis,austinbutl tomhank oliviadejong bazluhrmann biographi drama music the life of american music icon elvi presley from hi childhood to becom a rock and movi star in the 1950 while maintain a complex relationship with hi manag colonel tom parker.
the black phone,ethanhawk masontham madeleinemcgraw scottderrickson horror thriller after be abduct by a child killer and lock in a soundproof basement a 13-year-old boy start receiv call on a disconnect phone from the killer' previou victims.
the man from toronto,kevinhart woodyharrelson kaleycuoco patrickhugh action adventur comedi the world' deadliest assassin and new york' biggest screw-up are mistaken for each other at an airbnb rental.
the sea beast,karlurban zaris-angelh jaredharri chriswilliam anim adventur comedi when a young girl stow away on the ship of a legendari sea monster hunter they launch an epic journey into unchart water - and make histori to boot.
marcel the shell with shoes on,jennysl rosasalazar thomasmann deanfleischer-camp anim comedi drama featur adapt of the anim short film interview a mollusk name marcel.
rise,ucheagada ralagada jadenosimuwa akinomotoso biographi drama sport base on the real life stori about the famili that produc the first trio of brother to becom nba champion in the histori of the league.
press play,clararugaard lewispullman lyricaokano gregbjörkman music romanc sci-fi a young woman ha a chanc to save the love of her life when she discov that the mix-tap they made togeth can transport her back in time.
beauty,graciemariebradley niecynash aleyseshannon andrewdosunmu drama portrait of a closet gay husband/fath live a life of quiet middle-ag desper who becom fixat on a friend' handsom collegi son lead to an incident.
minions: the rise of gru,stevecarel tarajip.henson michelleyeoh kylebalda anim adventur comedi the untold stori of one twelve-year-old' dream to becom the world' greatest supervillain.
the forgiven,ralphfienn jessicachastain mattsmith johnmichaelmcdonagh drama explor the reverb of a random accid on the live of both the local muslim and western visitor to a hou parti at a grand villa in the high atla mountain of morocco over a singl weekend.
mr. malcolm's list,freidapinto sopedirisu oliverjackson-cohen emmahollyjon comedi drama romanc a young woman court a mysteri wealthi suitor in 19th centuri england.
the princess,joeyk dominiccoop olgakurylenko le-vankiet action drama fantasi when a strong-wil princess refu to wed the cruel sociopath she is kidnap and lock in a remot tower of her father’ castle. with her vindict suitor intent on take her father’ throne the princess must save the ki...
hot seat,kevindillon melgibson shannendoherti jamescullenbressack thriller an ex-hack is forc to break into high-level bank institut anoth man must tri to penetr the boobi trap build to get the young man off the hot seat.
"hello, goodbye, and everything in between",taliaryd jordanfish ayoedebiri michaellewen comedi drama romanc after make a pact to break up befor colleg clair and aidan retrac the step of their relationship on one last epic date revisit familiar and unexpect place as they question: stay togeth or say goodbi forever?
thor: love and thunder,chrishemsworth christianb tessathompson taikawait action adventur comedi thor enlist the help of valkyri korg and ex-girlfriend jane foster to fight gorr the god butcher who intend to make the god extinct.
south park the streaming wars part 2,treypark mattston aprilstewart treypark anim comedi a drought ha brought the town of south park to the brink of disaster.
zombies 3,paulhoen milomanheim megdonnelli paulhoen horror rob and the rest of the staff at hick' countri steak and rib must turn the tabl on the hord of flesh-hungri towni and the butcher himself or end up on the menu as the special of the day serv fresh from the chop block.
the gray man,"ryangosl chrisevan anadearma anthonyrusso,joerusso action thriller when the cia' most skill operative-who true ident is known to none-accid uncov dark agenc secret a psychopath former colleagu put a bounti on hi head set off a global manhunt by intern assassins."
paws of fury: the legend of hank,"michaelcera rickygervai melbrook robminkoff,markkoetsi anim action comedi hank a loveabl dog with a head full of dream about becom a samurai set off in search of hi destiny."
where the crawdads sing,daisyedgar-jon taylorjohnsmith harrisdickinson olivianewman drama mysteri thriller a woman who rai herself in the marsh of the deep south becom a suspect in the murder of a man with whom she wa onc involved.
mrs. harris goes to paris,lesleymanvil isabellehuppert lambertwilson anthonyfabian comedi drama a widow clean ladi in 1950 london fall madli in love with a coutur dior dress and decid that she must have one of her own.
persuasion,dakotajohnson cosmojarvi nikkiamuka-bird carriecracknel drama romanc eight year after ann elliot wa persuad not to marri a dash man of humbl origin they meet again. will she seiz her second chanc at true love?
gone in the night,winonaryd dermotmulroney johngallagherjr. elihorowitz mysteri thriller when kath and her boyfriend arriv at a remot cabin in the redwood they find a mysteri younger coupl alreadi there. her boyfriend disappear with the young woman and kath becom obsess with find an explanation.
1up,parisberelc taylorzakharperez harinef kylenewman comedi sport follow a gamer who quit her colleg esport team due to sexism from her male counterparts.
wrong place,ashleygreen brucewilli mikeburn action crime thriller a methamphetamin cook hunt down the former polic chief of a small town in order to silenc him befor he can deliv eyewit testimoni against hi famili but ultim find himself up against more than he had bargain for.
don't make me go,johncho miaisaac hannahmark drama when a singl father to a teenag daughter learn that he ha a fatal brain tumor he take her on a road trip to find the mother who abandon her year befor and to tri to teach her everyth she might need over the rest of he...
he's watching,irisserenaest lucassteelest jacobaaronest thriller angela ha it all: she' on the partnership track at her prestigi wealth-manag firm and she is engag to the perfect man. then her colleg boyfriend kyle suddenli reappear in her life. he had propo to her after gradu...
nope,danielkaluuya kekepalm stevenyeun jordanpeel horror mysteri sci-fi the resid of a lone gulch in inland california bear wit to an uncanni and chill discovery.
anything's possible,evareign abubakrali renéeelisegoldsberri billyport romanc a delight modern gen z coming-of-ag stori that follow kelsa a confid high school girl who is tran as she navig through senior year.
alone together,katieholm jimsturgess derekluk katieholm comedi two not-so-young socially-awkward millennials--rich self-consci unmotiv benji and hi poor freeload self-cent strictly-platon best friend esther--tri to fit in with l.a.' vain and status-obsess elite.
dc league of super-pets,dwaynejohnson kevinhart katemckinnon jaredstern anim action adventur krypto the super-dog and superman are insepar best friend share the same superpow and fight crime side by side in metropolis. howev krypto must master hi own power for a rescu mission when superman is kidnapped.
thirteen lives,viggomortensen colinfarrel joeledgerton ronhoward action adventur biographi a rescu mission is assembl in thailand where a group of young boy and their soccer coach are trap in a system of underground cave that are flooding.
vengeance,b.j.novak boydholbrook dovecameron b.j.novak comedi mysteri thriller a writer from new york citi attempt to solv the murder of a girl he hook up with and travel down south to investig the circumst of her death and discov what happen to her.
sharp stick,kristinefroseth jonbernth lukasabbat lenadunham comedi sarah jo is a naiv 26-year-old live on the fring of hollywood with her mother and sister. she just long to be seen. when she begin an affair with her older employ she is thrust into an educ on sexual loss and po...
not okay,zoeydeutch miaisaac nadiaalexand quinnshephard comedi drama an ambiti young woman find follow and fame when she pose as the survivor of a deadli attack but she soon learn that onlin notorieti come with a terribl price.
paradise highway,juliettebinoch frankgrillo halafinley annagutto thriller a truck driver ha been forc to smuggl illicit cargo to save her brother from a deadli prison gang. with fbi oper hot on her trail sally' conscienc is challeng when the final packag turn out to be a teenag girl.
resurrection,rebeccah gracekaufman michaelesp andrewseman drama fantasi the live of the peopl of arcadia missouri are forev chang when their decea love one return.
a love song,daledickey wesstudi maxwalker-silverman romanc at a campground in the rural west a woman wait alon for an old flame from her past to arriv uncertain of hi intent while bash about her own.
honor society,angourier gatenmatarazzo christophermintz-plass oranzegman comedi honor' sole focu is get into harvard. will to do whatev it take honor concoct a plan to take down her top three competitor until thing take a turn when she unexpectedli fall for her biggest competition.
allegoria,johnenni brycejohnson edwardhong spideron horror a group of artists' live becom unwittingli entangl as their obsess and insecur manifest monster demon and death.
bullet train,bradpitt joeyk aarontaylor-johnson davidleitch action comedi thriller five assassin aboard a swiftly-mov bullet train to find out that their mission have someth in common.
luck,evanoblezada simonpegg janefonda peggyholm anim adventur comedi the curtain is pull back on the millennia-old battl between the organ of good luck and bad luck that secretli affect everyday lives.
prey,ambermidthund dakotabeav michellethrush dantrachtenberg action adventur drama naru a skill warrior of the comanch nation fight to protect her tribe against one of the first highly-evolv predat to land on earth.
easter sunday,jokoy jimmyo.yang tiacarr jaychandrasekhar comedi set around a famili gather to celebr easter sunday the comedi is base on jo koy' life experi and stand-up comedy.
rise of the teenage mutant ninja turtles: the movie,"benschwartz omarbensonmil brandonmychalsmith antward,andysuriano anim action adventur when a mysteri stranger arriv from the futur with a dire warn leo is forc to rise and lead hi brother raph donni and mikey in a fight to save the world from a terrifi alien species."
bodies bodies bodies,amandlastenberg mariabakalova myha'laherrold halinareijn comedi horror thriller when a group of rich 20-someth plan a hurrican parti at a remot famili mansion a parti game turn deadli in thi fresh and funni look at backstab fake friend and one parti gone veri veri wrong.
they/them,kevinbacon carriepreston annachlumski johnlogan horror mysteri thriller a group of teenag at an lgbtq+ conver camp endur unsettl psycholog techniqu while be stalk by a mysteri mask killer.
secret headquarters,"owenwilson walkerscobel jessewilliam henryjoost,arielschulman(directors/screenplay);christopheryost,joshkoenigsberg(screenplay);owenwilson,walkerscobell,jessewilliams,keithl.williams,momonatamada,charlesmelton,michaelpeña action adventur comedi while hang out after school charli and hi friend discov the headquart of the world' most power superhero hidden beneath hi home. when villain attack they must team up to defend the headquart and save the world."
day shift,jamiefoxx davefranco natashaliubordizzo j.j.perri action comedi fantasi a hard-work blue-collar dad just want to provid a good life for hi quick-wit 10-year-old daughter. hi mundan san fernando valley pool clean job is a front for hi real sourc of income: hunt and kill vampires.
mack & rita,"dianekeaton taylourpaig elizabethlail katieaselton short action drama retel the macbeth stori in today' world of art ""mack"" follow a painter with an ambit tragic larger than hi talent. work with a cast of fellow high-school the 15-year-old writer/director captur the suspen ..."
fall,gracecarolinecurrey virginiagardn masongood scottmann thriller best friend becki and hunter find themselv at the top of a 2 000-foot radio tower.
emily the criminal,aubreyplaza theorossi megalynechikunwok johnpattonford crime drama thriller down on her luck and saddl with debt emili get involv in a credit card scam that pull her into the crimin underworld of lo angel ultim lead to deadli consequences.
summering,liabarnett lakebel sarahcoop jamesponsoldt drama dure their last day of summer and childhood -- the weekend befor middl school begin -- four girl struggl with the harsh truth of grow up and embark on a mysteri adventure.
beast,idriselba iyanahalley leahsavajeffri baltasarkormákur action comedi thriller after a shop mall in chennai had been hijack by terrorist who held the visitor as hostag veera raghavan a spi also trap in the mall decid to save the hostag by elimin the terrorists.
orphan: first kill,isabellefuhrman rossifsutherland hirokanagawa williambrentbel crime drama horror after orchestr a brilliant escap from an estonian psychiatr facil esther travel to america by imperson the miss daughter of a wealthi family.
spin me round,"alisonbri alessandronivola mollyshannon jeffbaena comedi a woman win an all-expenses-paid trip to a company' gorgeou ""institute"" outsid of florenc and also the chanc to meet the restaur chain' wealthi and charismat owner. she find a differ adventur than the one she ima..."
delia's gone,stephanjam marisatomei paulwalterhau robertbudreau crime drama mysteri a convict man embark on a journey of violenc and redempt to find out the truth about hi sister' death.
three thousand years of longing,idriselba tildaswinton georgemil drama fantasi romanc a lone scholar on a trip to istanbul discov a djinn who offer her three wish in exchang for hi freedom.
samaritan,sylvesterstallon javonwalton pilouasbæk juliusaveri action drama fantasi a young boy learn that a superhero who wa thought to have gone miss after an epic battl twenti year ago may in fact still be around.
me time,kevinhart markwahlberg reginah johnhamburg comedi follow a dad who find time for himself for the first time in year while hi wife and kid are away. he reconnect with a friend for a wild weekend.
the invitation,nathalieemmanuel thomasdoherti stephaniecorneliussen jessicam.thompson drama horror mysteri a man accept an invit to a dinner parti host by hi ex-wif an unsettl affair that reopen old wound and creat new tensions.
breaking,johnboyega nicolebehari selenisleyva abidamariscorbin crime drama thriller a marin war veteran face mental and emot challeng when he tri to reintegr into civilian life.
funny pages,danielzolghadri matthewmah milesemanuel owenklin comedi a bitingli funni coming-of-ag stori of a teenag cartoonist who reject the comfort of hi suburban life in a misguid quest for soul.
honk for jesus. save your soul.,reginah sterlingk.brown austincrut adammaebo comedi in the aftermath of a huge scandal triniti child the first ladi of a promin southern baptist mega church attempt to help her pastor-husband lee-curti child rebuild their congregation.
gigi & nate,marciagayharden charlierow josephinelangford nickhamm comedi music romanc weari of the convent of parisian societi a rich playboy and a youth courtesan-in-train enjoy a platon friendship which may not stay platon for long.
wire room,kevindillon brucewilli matteskandari action thriller while on wire room duti a feder agent listen in as the target is attack in hi home by a hit squad. without burn the wire he must protect the investig and the target' life from the confin of a room fifti mile away.
after ever happy,herofiennes-tiffin josephinelangford louiselombard castillelandon drama romanc as a shock truth about a couple' famili emerg the two lover discov they are not so differ from each other. tessa is no longer the sweet simpl good girl she wa when she met hardin — ani more than he is the cruel ...
pinocchio,tomhank benjaminevanainsworth josephgordon-levitt robertzemecki anim adventur comedi a live puppet with the help of a cricket as hi conscienc must prove himself worthi to becom a real boy.
barbarian,georginacampbel billskarsgård justinlong zachcregg horror thriller a woman stay at an airbnb discov that the hou she ha rent is not what it seems.
end of the road,queenlatifah ludacri beaubridg millicentshelton action crime drama in thi high-octan action thriller a cross-countri road trip becom a highway to hell for brenda and her family. alon in the new mexico desert they have to fight for their live when they becom the target of a mysteri ki...
lifemark,kirkcameron alexkendrick raphaelruggero kevinpeepl drama david' comfort world is turn upsid down when hi birthmoth unexpectedli reach out to him long to meet the 18-year-old son she' onli held once.
flight/risk,"karimam omarmullick(directors) karimamer,omarmullick documentari everyday peopl find themselv in the midst of a global tragedi when two boe 737 max plane crash in 2018 and 2019. thi documentari is told through the perspect of affect famili member their legal team and whistleb..."
clerks iii,briano'halloran jeffanderson trevorfehrman kevinsmith comedi dant elia and jay and silent bob are enlist by randal after a heart attack to make a movi about the conveni store that start it all.
the woman king,violadavi thusombedu lashanalynch ginaprince-bythewood action drama histori a histor epic inspir by true event that took place in the kingdom of dahomey one of the most power state of africa in the 18th and 19th centuries.
see how they run,saoirseronan samrockwel adrienbrodi tomgeorg comedi mysteri in the west end of 1950 london plan for a movi version of a smash-hit play come to an abrupt halt after a pivot member of the crew is murdered.
blonde,anadearma adrienbrodi bobbycannav andrewdominik biographi drama romanc a fiction chronicl of the inner life of marilyn monroe.
pearl,miagoth davidcorenswet tandiwright tiwest horror backstori on how pearl becam the person she was.
do revenge,camilamend mayahawk austinabram jenniferkaytinrobinson comedi drea and eleanor agr to go after one another' bullies.
the silent twins,"letitiawright tamaralawr nadinemarsh agnieszkasmoczyńska drama base on the live of june and jennif gibbon real-lif ident twin who grew up in wale and becam known as ""the silent twins"" becau of their refu to commun with anyon but each other."
"confess, fletch",jonhamm marciagayharden kylemaclachlan gregmottola comedi crime after becom the prime suspect in multipl murder fletch strive to prove hi innoc while simultan search for hi fiancé' stolen art collection.
moonage daydream,davidbowi brettmorgen documentari music a cinemat odyssey explor david bowie' creativ and music journey. from visionari filmmak brett morgen and sanction by the bowi estate.
god's country,thandiwenewton jeremybobb jorisjarski julianhiggin thriller when a colleg professor confront two hunter she catch trespass on her properti she' drawn into an escal battl of will with catastroph consequences.
goodnight mommy,naomiwatt cameroncrovetti nicholascrovetti mattsobel horror mysteri thriller twin boy move to a new hou with their mother after she ha face-chang cosmet surgeri but under the bandag is someon the boy don't recognize.
running the bases,"brettvarvel gigiorsillo toddterri martyroberts,jimmywomble(directors/screenplay);brettvarvel,gigiorsillo,toddterry,cameronarnett drama famili when a small-town baseb coach get the offer of a lifetim from a larger 6a high school he uproot hi famili and leav the onli home he' ever known. but soon face opposit to hi coach method from the school superint..."
jeepers creepers: reborn,sydneycraven imranadam jarreaubenjamin timovuorensola horror mysteri thriller forc to travel with her boyfriend lain begin to experi premonit associ with the urban myth of the creeper. she believ that someth supernatur ha been summon - and that she is at the center of it all.
don't worry darling,florencepugh harrystyl oliviawild oliviawild drama mysteri sci-fi a 1950 housewif live with her husband in a utopian experi commun begin to worri that hi glamor compani could be hide disturb secrets.
catherine called birdy,bellaramsey billiepip andrewscott lenadunham adventur a 14 year old girl in mediev england navig through life and avoid potenti suitor her father ha in mind.
lou,allisonjanney jurneesmollett loganmarshall-green annafoerst anim short comedi when a toy-steal bulli ruin recess for a playground full of kid onli one thing stand in hi way: the lost and found box.
on the come up,jamilac.gray da'vinejoyrandolph lilyachti sanaalathan comedi drama music stori center on 16-year-old bri who want to be one of the greatest rapper of all time. face controversi and with an evict notic stare down her famili bri doesn't just want to make it she ha to make it.
a jazzman's blues,joshuaboon amirahvann soleapfeiff tylerperri drama follow an investig into an unsolv murder unveil a stori full of forbidden love deceit and a secret.
the munsters,jeffdanielphillip sherimoonzombi danielroebuck robzombi comedi famili fantasi a famili of friendli monster have misadventur never quit understand whi peopl react to them so strangely.
hocus pocus 2,bettemidl sarahjessicapark kathynajimi annefletch comedi famili fantasi two young women accid bring back the sanderson sister to modern day salem and must figur out how to stop the child-hungri witch from wreak havoc on the world.
bros,billyeichn lukemacfarlan tsmadison nicholasstol adventur comedi famili two brooklyn plumber mario and luigi must travel to anoth dimen to rescu a princess from the evil dictat king koopa and stop him from take over the world.
smile,sosiebacon jessiet.ush kylegalln parkerfinn horror after wit a bizarr traumat incid involv a patient dr. rose cotter start experienc frighten occurr that she can't explain. rose must confront her troubl past in order to surviv and escap her horri...
the greatest beer run ever,zacefron russellcrow billmurray peterfarrelli adventur comedi drama a man' stori of leav new york in 1967 to bring beer to hi childhood buddi in the armi while they are fight in vietnam.
the good house,"sigourneyweav kevinklin morenabaccarin mayaforbes,wallywolodarsky(directors/screenplay);thomasbezucha(screenplay);sigourneyweaver,kevinkline,morenabaccarin,robdelaney,beverlyd'angelo comedi drama life for new england realtor hildi good begin to unravel when she hook up with an old flame of her from new york. base on ann leary' 'the good house.'"
luckiest girl alive,milakuni finnwittrock scootmcnairi mikebark drama mysteri thriller a woman in new york who seem to have thing under control is face with a trauma that make her life unravel.
god's creatures,"emilywatson paulmesc aislingfranciosi saeladavis,annaroseholm drama in a windswept fish villag a mother is torn between protect her belov son and her own sen of right and wrong. a lie she tell for him rip apart their famili and close-knit commun in thi ten sweepingli emotional..."
dead for a dollar,christophwaltz willemdafo rachelbrosnahan walterhil thriller western a fame bounti hunter run into hi sworn enemi a profess gambler and outlaw that he had sent to prison year before.
my best friend's exorcism,elsiefish amiahmil cathyang damonthoma comedi horror thriller teen best friend abbi and gretchen grappl with an otherworldli demon that take up resid in gretchen' body.
hot take: the depp/heard trial,markhapka megandavi mellisamarti saralohman drama tumultu relationship of depp and heard dramat two-month defam trial that conclud with juri find heard had defam depp by allud to domest violenc alleg against him.
mr. harrigan's phone,jaedenmartel donaldsutherland joetippett johnleehancock drama horror mysteri when mr. harrigan die craig the teen who befriend and did odd job for him put hi smart phone in hi pocket befor burial. when the lone youth send hi dead friend a messag he is shock to get a return text.
terrifier 2,laurenlavera elliotfullam sarahvoigt damienleon horror after be resurrect by a sinist entiti art the clown return to the timid town of mile counti where he target a teenag girl and her younger brother on halloween night.
